date,total,O,A,B,AB
2021-03-17,17190,4085,4711,5988,2406
2021-03-18,17046,4031,4611,6062,2342
2021-03-19,17059,3987,4667,6037,2368
2021-03-20,19079,4552,5315,6656,2556
2021-03-21,20055,4838,5577,6955,2685
2021-03-22,19747,4654,5405,7017,2671
2021-03-23,18710,4294,5055,6745,2616
2021-03-24,19246,4504,5204,6813,2725
2021-03-25,19468,4584,5375,6831,2678
2021-03-26,19879,4677,5472,6973,2757
2021-03-27,21627,5113,6119,7433,2962
2021-03-28,22150,5179,6305,7636,3030
2021-03-29,21819,5073,6105,7672,2969
2021-03-30,21211,4889,5844,7500,2978
2021-03-31,20958,4734,5764,7489,2971
2021-04-01,20037,4513,5438,7259,2827
2021-04-02,19810,4449,5453,7158,2750
2021-04-03,20768,4647,5819,7392,2910
2021-04-04,21221,4733,5945,7596,2947
2021-04-05,20305,4506,5593,7275,2931
2021-04-06,19101,4047,5119,7050,2885
2021-04-07,18110,3926,4733,6762,2689
2021-04-08,17390,3746,4422,6607,2615
2021-04-09,17795,3797,4665,6535,2798
2021-04-10,19354,4279,5106,6944,3025
2021-04-11,19728,4431,5230,7028,3039
2021-04-12,17927,3956,4575,6513,2883
2021-04-13,17017,3616,4244,6361,2796
2021-04-14,16379,3430,4119,6128,2702
2021-04-15,15378,3184,3831,5755,2608
2021-04-16,16098,3501,4293,5836,2468
2021-04-17,18736,4217,5077,6691,2751
2021-04-18,19687,4388,5394,7069,2836
2021-04-19,17655,3753,4805,6548,2549
2021-04-20,16223,3517,4294,6145,2267
2021-04-21,15077,3160,3825,5979,2113
2021-04-22,14708,3106,3869,5725,2008
2021-04-23,15685,3536,4264,5841,2044
2021-04-24,17404,3898,4765,6475,2266
2021-04-25,18065,4007,4926,6780,2352
2021-04-26,17312,3819,4798,6434,2261
2021-04-27,15913,3468,4253,6084,2108
2021-04-28,15412,3399,4162,5742,2109
2021-04-29,15909,3761,4270,5753,2125
2021-04-30,17210,4358,4828,5809,2215
2021-05-01,18307,4661,5223,6052,2371
2021-05-02,20449,5220,5873,6766,2590
2021-05-03,19728,5079,5594,6583,2472
2021-05-04,19151,4891,5500,6377,2383
2021-05-05,17528,4344,4968,6026,2190
2021-05-06,17480,4338,5073,5904,2165
2021-05-07,17654,4459,5111,5888,2196
2021-05-08,19864,5025,5928,6523,2388
2021-05-09,20993,5265,6313,6852,2563
2021-05-10,19720,4885,5845,6604,2386
2021-05-11,18817,4648,5463,6338,2368
2021-05-12,18447,4559,5219,6313,2356
2021-05-13,18034,4440,5110,6188,2296
2021-05-14,18420,4622,5267,6154,2377
2021-05-15,20588,5116,6148,6730,2594
2021-05-16,20705,5274,6025,6798,2608
2021-05-17,19975,5150,5940,6391,2494
2021-05-18,20556,5182,6252,6535,2587
2021-05-19,19748,4949,5994,6307,2498
2021-05-20,20305,5138,6267,6359,2541
2021-05-21,20728,5201,6460,6431,2636
2021-05-22,22764,5719,7156,6970,2919
2021-05-23,23633,5927,7443,7246,3017
2021-05-24,23195,5790,7200,7235,2970
2021-05-25,23010,5705,7240,7194,2871
2021-05-26,22731,5519,7015,7278,2919
2021-05-27,22507,5485,6947,7143,2932
2021-05-28,22879,5475,7108,7287,3009
2021-05-29,24635,5890,7686,7855,3204
2021-05-30,25016,6007,7810,7949,3250
2021-05-31,23532,5547,7261,7537,3187
2021-06-01,22124,5150,6796,7055,3123
2021-06-02,21256,4945,6543,6700,3068
2021-06-03,19902,4610,6007,6393,2892
2021-06-04,21874,5084,6625,6998,3167
2021-06-05,25136,5779,7824,8009,3524
2021-06-06,25750,6026,7993,8151,3580
2021-06-07,24852,5772,7639,7899,3542
2021-06-08,24129,5493,7291,7807,3538
2021-06-09,23275,5320,6956,7554,3445
2021-06-10,22380,5112,6749,7328,3191
2021-06-11,22341,5116,6661,7311,3253
2021-06-12,23646,5386,7052,7776,3432
2021-06-13,24375,5608,7323,7938,3506
2021-06-14,23775,5538,7010,7712,3515
2021-06-15,21677,4912,6269,7270,3226
2021-06-16,20443,4616,5868,6874,3085
2021-06-17,18658,4162,5251,6301,2944
2021-06-18,18612,4167,5318,6234,2893
2021-06-19,19908,4526,5765,6560,3057
2021-06-20,20356,4670,5869,6685,3132
2021-06-21,18992,4226,5499,6345,2922
2021-06-22,18026,4021,5124,6091,2790
2021-06-23,17160,3774,4957,5780,2649
2021-06-24,16169,3544,4627,5477,2521
2021-06-25,17027,3908,4885,5588,2646
2021-06-26,18970,4441,5452,6145,2932
2021-06-27,19886,4677,5700,6471,3038
2021-06-28,19071,4351,5499,6284,2937
2021-06-29,18739,4294,5413,6154,2878
2021-06-30,18682,4312,5290,6201,2879
2021-07-01,17876,4152,5099,5879,2746
2021-07-02,17682,4172,5063,5868,2579
2021-07-03,18555,4391,5481,6099,2584
2021-07-04,19427,4731,5679,6312,2705
2021-07-05,18076,4307,5186,6036,2547
2021-07-06,16934,4123,4731,5722,2358
2021-07-07,16096,3863,4310,5648,2275
2021-07-08,16920,4080,4618,5856,2366
2021-07-09,17487,4197,4754,6116,2420
2021-07-10,19407,4839,5346,6611,2611
2021-07-11,20500,5143,5698,6927,2732
2021-07-12,19067,4734,5160,6601,2572
2021-07-13,18703,4654,5038,6456,2555
2021-07-14,17251,4302,4390,6098,2461
2021-07-15,16289,4015,4124,5790,2360
2021-07-16,16921,4235,4420,5852,2414
2021-07-17,19191,4813,5210,6455,2713
2021-07-18,20798,5147,5831,6925,2895
2021-07-19,19140,4615,5242,6521,2762
2021-07-20,17664,4244,4624,6156,2640
2021-07-21,16740,4129,4372,5822,2417
2021-07-22,16010,3909,4103,5671,2327
2021-07-23,15587,3849,3960,5486,2292
2021-07-24,16859,4246,4395,5769,2449
2021-07-25,17226,4289,4493,5942,2502
2021-07-26,17160,4279,4549,5892,2440
2021-07-27,16432,4092,4253,5623,2464
2021-07-28,15885,3964,4131,5402,2388
2021-07-29,15804,4163,4040,5285,2316
2021-07-30,16873,4510,4464,5420,2479
2021-07-31,18857,5001,5179,5882,2795
2021-08-01,20472,5554,5820,6181,2917
2021-08-02,19201,5149,5431,5828,2793
2021-08-03,18736,5020,5150,5814,2752
2021-08-04,18359,4862,5176,5598,2723
2021-08-05,17510,4537,4844,5457,2672
2021-08-06,17739,4574,5153,5321,2691
2021-08-07,19381,5103,5633,5751,2894
2021-08-08,20120,5307,5880,5974,2959
2021-08-09,18709,4900,5436,5607,2766
2021-08-10,17585,4571,5034,5389,2591
2021-08-11,16967,4383,4788,5303,2493
2021-08-12,15858,4051,4410,5068,2329
2021-08-13,16234,4218,4535,5107,2374
2021-08-14,18239,4873,5218,5530,2618
2021-08-15,18872,5029,5349,5808,2686
2021-08-16,17477,4725,4755,5495,2502
2021-08-17,16637,4382,4534,5304,2417
2021-08-18,15697,3973,4393,5012,2319
2021-08-19,16104,3976,4663,5140,2325
2021-08-20,16575,4154,4854,5202,2365
2021-08-21,17764,4419,5366,5459,2520
2021-08-22,19177,4926,5771,5788,2692
2021-08-23,18355,4600,5418,5669,2668
2021-08-24,16948,4157,5017,5199,2575
2021-08-25,16001,3966,4734,4933,2368
2021-08-26,15537,3797,4623,4828,2289
2021-08-27,16005,4045,4717,4982,2261
2021-08-28,18014,4620,5511,5388,2495
2021-08-29,19641,5060,6036,5851,2694
2021-08-30,18361,4781,5600,5486,2494
2021-08-31,17012,4525,5108,5013,2366
2021-09-01,16602,4378,5047,4948,2229
2021-09-02,16003,4295,4881,4791,2036
2021-09-03,17628,4796,5439,5190,2203
2021-09-04,20465,5489,6514,5978,2484
2021-09-05,21604,5836,6866,6327,2575
2021-09-06,20718,5363,6678,6162,2515
2021-09-07,16400,3961,5378,4952,2109
2021-09-08,16494,4032,5407,4901,2154
2021-09-09,16605,4143,5394,4940,2128
2021-09-10,16830,4198,5524,4991,2117
2021-09-11,18184,4617,5899,5470,2198
2021-09-12,18669,4700,6081,5626,2262
2021-09-13,19745,4872,6432,6048,2393
2021-09-14,18805,4629,6157,5702,2317
2021-09-15,18481,4422,6089,5708,2262
2021-09-16,18245,4258,6039,5725,2223
2021-09-17,19283,4629,6448,5919,2287
2021-09-18,20958,5135,7066,6333,2424
2021-09-19,21692,5216,7362,6597,2517
2021-09-20,19342,4585,6494,5990,2273
2021-09-21,17424,4087,5867,5457,2013
2021-09-22,16299,3831,5497,5168,1803
2021-09-23,17192,4078,5878,5262,1974
2021-09-24,19579,4750,6575,5843,2411
2021-09-25,21574,5318,7235,6427,2594
2021-09-26,22908,5683,7644,6871,2710
2021-09-27,22164,5391,7438,6693,2642
2021-09-28,20956,5128,7041,6270,2517
2021-09-29,19631,4700,6603,6024,2304
2021-09-30,18586,4320,6157,5874,2235
2021-10-01,17799,4106,5865,5760,2068
2021-10-02,18635,4399,6169,5906,2161
2021-10-03,18675,4426,6213,5875,2161
2021-10-04,16986,3951,5618,5440,1977
2021-10-05,15864,3709,5217,5036,1902
2021-10-06,15390,3524,5059,4952,1855
2021-10-07,14444,3407,4634,4646,1757
2021-10-08,14908,3672,4742,4702,1792
2021-10-09,16260,3926,5302,5110,1922
2021-10-10,16480,3940,5285,5294,1961
2021-10-11,15293,3681,4845,4978,1789
2021-10-12,15656,3821,5099,4880,1856
2021-10-13,15811,3802,5219,4834,1956
2021-10-14,15737,3829,5162,4776,1970
2021-10-15,16820,4216,5545,4961,2098
2021-10-16,18570,4744,6112,5423,2291
2021-10-17,19837,4999,6669,5806,2363
2021-10-18,18910,4680,6413,5572,2245
2021-10-19,17927,4457,6089,5234,2147
2021-10-20,17082,4186,5701,5110,2085
2021-10-21,15955,3851,5294,4845,1965
2021-10-22,17268,4374,5662,5132,2100
2021-10-23,18434,4651,6202,5354,2227
2021-10-24,19363,4861,6635,5606,2261
2021-10-25,18319,4503,6419,5243,2154
2021-10-26,18132,4557,6207,5208,2160
2021-10-27,14603,3611,5009,4307,1676
2021-10-28,15336,3880,5072,4477,1907
2021-10-29,16851,4372,5650,4814,2015
2021-10-30,18201,4590,6246,5178,2187
2021-10-31,18866,4727,6464,5455,2220
2021-11-01,18142,4468,6228,5311,2135
2021-11-02,17938,4454,6173,5198,2113
2021-11-03,17454,4325,5946,5091,2092
2021-11-04,17032,4265,5806,4975,1986
2021-11-05,17866,4410,6074,5309,2073
2021-11-06,19059,4713,6451,5741,2154
2021-11-07,20110,4919,6900,6120,2171
2021-11-08,19898,4958,6862,5967,2111
2021-11-09,19405,4686,6651,5976,2092
2021-11-10,19180,4664,6529,5950,2037
2021-11-11,18585,4546,6359,5677,2003
2021-11-12,18851,4546,6374,5833,2098
2021-11-13,20412,5059,6910,6211,2232
2021-11-14,20350,5072,6957,6116,2205
2021-11-15,19358,4833,6722,5640,2163
2021-11-16,18182,4470,6374,5298,2040
2021-11-17,17224,4213,6066,5046,1899
2021-11-18,16536,3958,5778,4878,1922
2021-11-19,18427,4470,6501,5352,2104
2021-11-20,20085,4884,7136,5845,2220
2021-11-21,21217,5137,7541,6213,2326
2021-11-22,21070,5063,7405,6285,2317
2021-11-23,20915,4994,7411,6250,2260
2021-11-24,19848,4587,7049,6075,2137
2021-11-25,20052,4639,7105,6091,2217
2021-11-26,21710,5094,7658,6470,2488
2021-11-27,24432,5854,8617,7213,2748
2021-11-28,25263,6119,8939,7382,2823
2021-11-29,25484,6221,9073,7441,2749
2021-11-30,24278,5804,8746,7220,2508
2021-12-01,24038,5733,8664,7174,2467
2021-12-02,24052,5668,8590,7325,2469
2021-12-03,24059,5554,8676,7368,2461
2021-12-04,25200,5824,9150,7644,2582
2021-12-05,25974,6027,9484,7722,2741
2021-12-06,25609,5821,9405,7686,2697
2021-12-07,24733,5499,9046,7469,2719
2021-12-08,23926,5421,8677,7245,2583
2021-12-09,23572,5201,8553,7170,2648
2021-12-10,24753,5615,8895,7470,2773
2021-12-11,27264,6246,9845,8164,3009
2021-12-12,28164,6578,10201,8290,3095
2021-12-13,28794,6831,10344,8494,3125
2021-12-14,28253,6417,10319,8484,3033
2021-12-15,28786,6376,10525,8736,3149
2021-12-16,28454,6338,10374,8712,3030
2021-12-17,29967,6689,10912,9186,3180
2021-12-18,32381,7410,11693,9828,3450
2021-12-19,34131,7868,12293,10343,3627
2021-12-20,33495,7761,11920,10239,3575
2021-12-21,32945,7697,11576,10196,3476
2021-12-22,32595,7796,11469,9945,3385
2021-12-23,32054,7622,11422,9672,3338
2021-12-24,33411,8027,11925,9962,3497
2021-12-25,33322,8016,11945,9912,3449
2021-12-26,35177,8496,12605,10402,3674
2021-12-27,35635,8604,12855,10344,3832
2021-12-28,35771,8670,12873,10314,3914
2021-12-29,36293,8752,13097,10570,3874
2021-12-30,37388,9162,13379,10912,3935
2021-12-31,37401,9139,13374,10984,3904
2022-01-01,35539,8701,12711,10456,3671
2022-01-02,37272,9319,13214,10865,3874
2022-01-03,35585,8793,12623,10476,3693
2022-01-04,33768,8296,12014,9913,3545
2022-01-05,32072,7832,11294,9473,3473
2022-01-06,30102,7264,10686,8884,3268
2022-01-07,28109,6865,9997,8188,3059
2022-01-08,29578,7244,10466,8649,3219
2022-01-09,30161,7400,10648,8850,3263
2022-01-10,27458,6674,9609,8180,2995
2022-01-11,24859,5894,8696,7590,2679
2022-01-12,22620,5114,7907,7151,2448
2022-01-13,21102,4793,7368,6697,2244
2022-01-14,20144,4583,6860,6400,2301
2022-01-15,20714,4840,6966,6576,2332
2022-01-16,21296,4992,7221,6722,2361
2022-01-17,19976,4588,6765,6437,2186
2022-01-18,18787,4340,6334,6047,2066
2022-01-19,18456,4207,6281,5831,2137
2022-01-20,17967,4208,5895,5739,2125
2022-01-21,18082,4203,5933,5757,2189
2022-01-22,19984,4706,6577,6285,2416
2022-01-23,21003,5008,7030,6525,2440
2022-01-24,20344,4847,6732,6411,2354
2022-01-25,19875,4756,6511,6313,2295
2022-01-26,19965,4801,6531,6252,2381
2022-01-27,20034,4863,6526,6367,2278
2022-01-28,21189,5171,7023,6674,2321
2022-01-29,22023,5320,7378,6960,2365
2022-01-30,22453,5440,7553,7022,2438
2022-01-31,20048,4695,6811,6436,2106
2022-02-01,18095,4111,6147,5915,1922
2022-02-02,18071,4076,6199,5844,1952
2022-02-03,18078,4200,6124,5747,2007
2022-02-04,17724,4087,5984,5611,2042
2022-02-05,18537,4188,6367,5860,2122
2022-02-06,19055,4349,6556,6005,2145
2022-02-07,17369,4012,5869,5532,1956
2022-02-08,16339,3678,5634,5258,1769
2022-02-09,16877,3869,5823,5290,1895
2022-02-10,16671,3858,5714,5232,1867
2022-02-11,17095,3946,5817,5357,1975
2022-02-12,18696,4416,6407,5776,2097
2022-02-13,19650,4691,6740,6062,2157
2022-02-14,18130,4302,6214,5600,2014
2022-02-15,17265,4023,5901,5407,1934
2022-02-16,16265,3798,5476,5144,1847
2022-02-17,15899,3643,5386,5101,1769
2022-02-18,16110,3716,5482,5171,1741
2022-02-19,17731,4043,6088,5597,2003
2022-02-20,18768,4337,6473,5864,2094
2022-02-21,17842,4154,6077,5560,2051
2022-02-22,17261,3956,5950,5392,1963
2022-02-23,17020,3895,5874,5403,1848
2022-02-24,17054,3962,5822,5400,1870
2022-02-25,16965,4059,5671,5307,1928
2022-02-26,18440,4516,6193,5661,2070
2022-02-27,19655,4940,6604,5946,2165
2022-02-28,20270,5228,6716,6090,2236
2022-03-01,21566,5535,7153,6530,2348
2022-03-02,21203,5402,7111,6414,2276
2022-03-03,20373,5004,6960,6228,2181
2022-03-04,20025,5006,6770,6165,2084
2022-03-05,21379,5380,7227,6546,2226
2022-03-06,21961,5541,7405,6708,2307
2022-03-07,20403,5040,6803,6334,2226
2022-03-08,20135,5059,6564,6287,2225
2022-03-09,20735,5184,6814,6412,2325
2022-03-10,19374,4832,6357,6019,2166
2022-03-11,18736,4620,6231,5800,2085
2022-03-12,19457,4771,6476,5990,2220
2022-03-13,19520,4737,6553,6014,2216
2022-03-14,17486,4188,5884,5455,1959
2022-03-15,16368,3945,5464,5186,1773
2022-03-16,16506,4047,5457,5199,1803
2022-03-17,15756,3767,5212,5022,1755
2022-03-18,15942,3901,5235,5068,1738
2022-03-19,16965,4144,5607,5335,1879
2022-03-20,18290,4490,6128,5674,1998
2022-03-21,17375,4249,5789,5399,1938
2022-03-22,16918,4184,5754,5182,1798
2022-03-23,16116,4008,5381,5014,1713
2022-03-24,15431,3760,5157,4948,1566
2022-03-25,15731,3948,5200,5004,1579
2022-03-26,17191,4298,5696,5455,1742
2022-03-27,18366,4537,6167,5821,1841
2022-03-28,17305,4290,5685,5657,1673
2022-03-29,15733,3914,5135,5184,1500
2022-03-30,15506,3728,5001,5191,1586
2022-03-31,15617,3802,5028,5181,1606
2022-04-01,15813,3880,5100,5219,1614
2022-04-02,17945,4512,5756,5856,1821
2022-04-03,18452,4580,6040,5958,1874
2022-04-04,17423,4358,5731,5532,1802
2022-04-05,16829,4210,5593,5229,1797
2022-04-06,15986,3999,5178,5053,1756
2022-04-07,15376,3943,4874,4823,1736
2022-04-08,16079,4090,5223,4924,1842
2022-04-09,17542,4499,5783,5281,1979
2022-04-10,18404,4719,6080,5486,2119
2022-04-11,17041,4239,5624,5196,1982
2022-04-12,16979,4306,5556,5080,2037
2022-04-13,17013,4432,5464,4988,2129
2022-04-14,16880,4357,5374,5030,2119
2022-04-15,17155,4459,5506,5030,2160
2022-04-16,18639,4834,6109,5403,2293
2022-04-17,19661,5069,6568,5703,2321
2022-04-18,20351,5171,6924,5864,2392
2022-04-19,20893,5330,7146,6008,2409
2022-04-20,21543,5418,7474,6243,2408
2022-04-21,21279,5307,7398,6206,2368
2022-04-22,21048,5141,7329,6265,2313
2022-04-23,23880,5787,8325,7084,2684
2022-04-24,24648,5989,8562,7324,2773
2022-04-25,24656,6033,8592,7279,2752
2022-04-26,24813,5914,8773,7300,2826
2022-04-27,24752,5739,8893,7283,2837
2022-04-28,24512,5612,8899,7152,2849
2022-04-29,25581,5944,9230,7329,3078
2022-04-30,28809,6924,10299,8112,3474
2022-05-01,28868,6964,10350,8085,3469
2022-05-02,28976,6884,10518,8103,3471
2022-05-03,29534,6986,10742,8308,3498
2022-05-04,30368,7335,11016,8482,3535
2022-05-05,29985,7146,11077,8291,3471
2022-05-06,31767,7656,11782,8592,3737
2022-05-07,33544,8163,12436,9014,3931
2022-05-08,33727,8134,12532,9129,3932
2022-05-09,33586,8135,12389,9138,3924
2022-05-10,33772,8154,12494,9175,3949
2022-05-11,33872,8266,12464,9097,4045
2022-05-12,34145,8272,12536,9242,4095
2022-05-13,35251,8592,12797,9603,4259
2022-05-14,37367,9154,13495,10243,4475
2022-05-15,37909,9231,13655,10484,4539
2022-05-16,38396,9326,13728,10672,4670
2022-05-17,38055,9107,13579,10666,4703
2022-05-18,38117,9184,13430,10729,4774
2022-05-19,38852,9366,13644,11031,4811
2022-05-20,39823,9568,14002,11373,4880
2022-05-21,42057,10155,14749,12054,5099
2022-05-22,43043,10462,15091,12321,5169
2022-05-23,43494,10761,15173,12333,5227
2022-05-24,43616,10674,15246,12395,5301
2022-05-25,43797,10886,15046,12591,5274
2022-05-26,44150,11108,15040,12648,5354
2022-05-27,44923,11255,15237,12914,5517
2022-05-28,46707,11774,15744,13466,5723
2022-05-29,47791,12130,16031,13833,5797
2022-05-30,47485,12025,15788,13881,5791
2022-05-31,48138,12036,16052,14121,5929
2022-06-01,46968,11793,15561,13762,5852
2022-06-02,47515,11861,15673,14060,5921
2022-06-03,48489,12084,16041,14367,5997
2022-06-04,49791,12394,16517,14705,6175
2022-06-05,50588,12589,16850,14893,6256
2022-06-06,49413,12155,16522,14629,6107
2022-06-07,48848,12117,16310,14302,6119
2022-06-08,48070,11881,15802,14248,6139
2022-06-09,47383,11626,15540,14078,6139
2022-06-10,47210,11577,15455,14033,6145
2022-06-11,48875,12060,16030,14487,6298
2022-06-12,49659,12257,16267,14792,6343
2022-06-13,49458,12322,15949,14923,6264
2022-06-14,51202,12889,16368,15581,6364
2022-06-15,52248,13043,16798,15856,6551
2022-06-16,52660,13196,16901,15951,6612
2022-06-17,52605,13195,16857,16019,6534
2022-06-18,54225,13674,17400,16557,6594
2022-06-19,54998,13925,17690,16721,6662
2022-06-20,54221,13642,17397,16595,6587
2022-06-21,52676,13255,16835,16166,6420
2022-06-22,52090,13178,16498,15963,6451
2022-06-23,50109,12699,15683,15491,6236
2022-06-24,50216,12664,15669,15584,6299
2022-06-25,51363,12988,16059,15948,6368
2022-06-26,52501,13360,16515,16192,6434
2022-06-27,51006,13030,16001,15660,6315
2022-06-28,49662,12547,15531,15402,6182
2022-06-29,48498,12232,15053,15040,6173
2022-06-30,47819,12051,14720,14942,6106
2022-07-01,47781,11981,14702,15012,6086
2022-07-02,48589,12247,15082,15064,6196
2022-07-03,48543,12262,15106,15026,6149
2022-07-04,47404,11956,14728,14688,6032
2022-07-05,46947,11798,14423,14621,6105
2022-07-06,45187,11258,13866,14236,5827
2022-07-07,45587,11187,14025,14451,5924
2022-07-08,46044,11311,14187,14546,6000
2022-07-09,47432,11755,14671,14861,6145
2022-07-10,47923,11976,14783,15008,6156
2022-07-11,46671,11559,14515,14632,5965
2022-07-12,46473,11515,14291,14616,6051
2022-07-13,46488,11508,14374,14576,6030
2022-07-14,46127,11436,14190,14493,6008
2022-07-15,46019,11511,14113,14484,5911
2022-07-16,47306,11753,14530,14966,6057
2022-07-17,48238,12065,14811,15191,6171
2022-07-18,47022,11554,14411,15000,6057
2022-07-19,42010,10052,13061,13224,5673
2022-07-20,41670,9931,13035,13095,5609
2022-07-21,40094,9372,12569,12695,5458
2022-07-22,39617,9172,12296,12735,5414
2022-07-23,41306,9698,12831,13124,5653
2022-07-24,42642,10050,13357,13454,5781
2022-07-25,41265,9531,12879,13192,5663
2022-07-26,40971,9448,12699,13134,5690
2022-07-27,40543,9320,12568,12975,5680
2022-07-28,39707,9144,12150,12845,5568
2022-07-29,39537,9053,12144,12781,5559
2022-07-30,40709,9425,12643,12976,5665
2022-07-31,41112,9557,12791,13068,5696
2022-08-01,39848,9248,12300,12683,5617
2022-08-02,38446,8730,11910,12281,5525
2022-08-03,37359,8533,11497,11960,5369
2022-08-04,35675,8017,11102,11508,5048
2022-08-05,35305,7850,11001,11513,4941
2022-08-06,36888,8267,11562,11856,5203
2022-08-07,38030,8529,11968,12161,5372
2022-08-08,35537,7789,11043,11572,5133
2022-08-09,33658,7198,10415,11027,5018
2022-08-10,32601,6978,9962,10783,4878
2022-08-11,30896,6545,9356,10161,4834
2022-08-12,31072,6735,9446,10122,4769
2022-08-13,32906,7322,10117,10516,4951
2022-08-14,34201,7705,10559,10836,5101
2022-08-15,33868,7602,10467,10699,5100
2022-08-16,32305,6998,9921,10453,4933
2022-08-17,30653,6547,9389,9961,4756
2022-08-18,28698,6050,8756,9383,4509
2022-08-19,27001,5556,8371,8799,4275
2022-08-20,27780,5665,8718,9007,4390
2022-08-21,28232,5905,8889,8973,4465
2022-08-22,27014,5691,8610,8561,4152
2022-08-23,26012,5430,8380,8163,4039
2022-08-24,24964,5224,8122,7723,3895
2022-08-25,23809,5018,7586,7521,3684
2022-08-26,23210,4898,7410,7305,3597
2022-08-27,25769,5378,8212,8189,3990
2022-08-28,27752,5838,8847,8851,4216
2022-08-29,27657,5706,8744,9017,4190
2022-08-30,28662,5843,9068,9333,4418
2022-08-31,29346,5969,9215,9590,4572
2022-09-01,30044,6077,9582,9836,4549
2022-09-02,31233,6510,9940,10132,4651
2022-09-03,34698,7358,11277,10994,5069
2022-09-04,36142,7722,11737,11421,5262
2022-09-05,33880,6939,11048,10730,5163
2022-09-06,33362,6668,11039,10479,5176
2022-09-07,33972,6886,11190,10660,5236
2022-09-08,35772,7340,11809,11225,5398
2022-09-09,33886,6821,11230,10735,5100
2022-09-10,32384,6387,10739,10313,4945
2022-09-11,32478,6413,10731,10337,4997
2022-09-12,34270,6966,11318,10842,5144
2022-09-13,33521,6873,11065,10506,5077
2022-09-14,32774,6760,10762,10299,4953
2022-09-15,31821,6406,10602,9995,4818
2022-09-16,31839,6441,10620,9919,4859
2022-09-17,34703,7100,11672,10797,5134
2022-09-18,35735,7398,12061,11090,5186
2022-09-19,33261,6784,11147,10468,4862
2022-09-20,32887,6718,11092,10397,4680
2022-09-21,31969,6576,10851,10089,4453
2022-09-22,31302,6467,10420,9953,4462
2022-09-23,31009,6261,10426,9804,4518
2022-09-24,33355,6884,11351,10351,4769
2022-09-25,33944,7029,11601,10524,4790
2022-09-26,32481,6689,11081,10049,4662
2022-09-27,31195,6279,10681,9842,4393
2022-09-28,30429,6011,10462,9617,4339
2022-09-29,29058,5542,10021,9249,4246
2022-09-30,29078,5420,9999,9369,4290
2022-10-01,30535,6002,10418,9650,4465
2022-10-02,31168,6340,10623,9688,4517
2022-10-03,30052,5977,10227,9436,4412
2022-10-04,29176,5663,10111,9172,4230
2022-10-05,29142,5732,10010,9131,4269
2022-10-06,28241,5576,9664,8869,4132
2022-10-07,29542,6326,9944,9091,4181
2022-10-08,32202,7418,10708,9694,4382
2022-10-09,33038,7883,10903,9815,4437
2022-10-10,32436,7632,10667,9700,4437
2022-10-11,30990,7194,10256,9266,4274
2022-10-12,29806,6813,9894,8992,4107
2022-10-13,29023,6560,9594,8816,4053
2022-10-14,28195,6288,9347,8562,3998
2022-10-15,30250,6833,10013,9178,4226
2022-10-16,30757,7075,10102,9284,4296
2022-10-17,29283,6655,9537,8919,4172
2022-10-18,28020,6327,9033,8642,4018
2022-10-19,26982,6037,8600,8377,3968
2022-10-20,25688,5770,8279,8019,3620
2022-10-21,25785,5729,8471,7973,3612
2022-10-22,27941,6139,9307,8580,3915
2022-10-23,28768,6357,9634,8789,3988
2022-10-24,28175,6154,9319,8675,4027
2022-10-25,27813,6112,9131,8571,3999
2022-10-26,27626,5949,9058,8650,3969
2022-10-27,24411,5103,7863,7789,3656
2022-10-28,26392,5606,8668,8293,3825
2022-10-29,29492,6429,9715,9112,4236
2022-10-30,31240,6921,10309,9625,4385
2022-10-31,28166,6179,9120,8832,4035
2022-11-01,27398,5963,8980,8580,3875
2022-11-02,26761,5630,8700,8496,3935
2022-11-03,26892,5545,8829,8532,3986
2022-11-04,27405,5708,8902,8703,4092
2022-11-05,29083,6324,9520,9127,4112
2022-11-06,29230,6456,9538,9127,4109
2022-11-07,28592,6239,9289,9014,4050
2022-11-08,28303,6232,9196,8919,3956
2022-11-09,27494,6086,8853,8724,3831
2022-11-10,26962,5849,8639,8736,3738
2022-11-11,27554,6119,8741,8862,3832
2022-11-12,29324,6808,9347,9223,3946
2022-11-13,30115,7073,9590,9469,3983
2022-11-14,28874,6690,9145,9157,3882
2022-11-15,28171,6500,8773,9075,3823
2022-11-16,27506,6303,8577,8971,3655
2022-11-17,25618,5785,7950,8524,3359
2022-11-18,26311,6032,8117,8799,3363
2022-11-19,28333,6591,8793,9377,3572
2022-11-20,29002,6789,8956,9648,3609
2022-11-21,28681,6624,8908,9611,3538
2022-11-22,28005,6461,8676,9405,3463
2022-11-23,27908,6340,8656,9432,3480
2022-11-24,27985,6265,8628,9583,3509
2022-11-25,29903,6780,9247,10163,3713
2022-11-26,32428,7426,10130,10836,4036
2022-11-27,33781,7778,10513,11264,4226
2022-11-28,33615,7739,10492,11280,4104
2022-11-29,32443,7370,10153,11052,3868
2022-11-30,32958,7475,10243,11308,3932
2022-12-01,32563,7325,10006,11268,3964
2022-12-02,32632,7272,10012,11323,4025
2022-12-03,34223,7778,10609,11642,4194
2022-12-04,35016,8053,10907,11800,4256
2022-12-05,33283,7507,10274,11408,4094
2022-12-06,31008,6902,9502,10778,3826
2022-12-07,29610,6544,9057,10265,3744
2022-12-08,28526,6077,8883,10034,3532
2022-12-09,28974,6184,9080,10112,3598
2022-12-10,30593,6576,9729,10544,3744
2022-12-11,31468,6800,10032,10785,3851
